Country;Year;Mental disorders;% Eating disorders;% Anxiety disorders;% Drug disorders;% Depressive disorders;%HappyPeople;Annual working hours per worker;Depressive disorders;Physical Activity;Drug use;Smoking;Life satisfaction;Productivity per hour worked;Continent;Paid work;Shopping;Personal care;Sports;Seeing friends;TV and Radio;Other leisure activities;Income
South Sudan;2017;0.133;0.0016;0.0512;0.0035;0.0482;;;0.0482;1746.16;7644.69;58079.33;;;Africa;;;;;;;;
Spain;2017;0.188;0.0065;0.0589;0.0163;0.0511;;1689.4762;0.0511;155828.1;135258.11;1644749.87;0.0645744943618774;56.063015;Europe;175.7783;25.44376;50.57229;41.87796;50.7935;129.4404;84.72557;27100.0
Sri Lanka;2017;0.1146;0.0012;0.0422;0.0061;0.0301;;1922.5132;0.0301;35246.59;31888.31;312938.14;0.0421329927444458;17.048513;Asia;;;;;;;;3870.0
Sudan;2017;0.1598;0.0015;0.0491;0.0033;0.0458;;;0.0458;204932.72;124686.0;474051.72;;;Africa;;;;;;;;1310.0
Suriname;2017;0.1548;0.0024;0.043;0.0072;0.0493;;;0.0493;2588.86;1121.72;13287.64;;;South America;;;;;;;;5930.0
Sweden;2017;0.1532;0.0055;0.0524;0.0088;0.0449;;1621.4727;0.0449;17336.35;44461.19;301257.37;0.0739809274673462;64.33747;Europe;262.187136990862;23.4557433148035;57.2329210297313;34.3439450802174;52.7031880998249;113.294143192852;112.323171034108;53030.0
Switzerland;2017;0.1718;0.0054;0.0753;0.0164;0.0411;;1569.5309;0.0411;24331.47;34828.08;251465.51;0.0769422101974487;80.58823;Europe;;;;;;;;81520.0
Tajikistan;2017;0.1104;0.0009;0.0253;0.0044;0.0295;;;0.0295;9464.51;23167.92;140789.92;0.054640154838562;;Asia;;;;;;;;1030.0
Thailand;2017;0.1206;0.0014;0.0354;0.0085;0.03;;2092.99;0.03;99438.08;503392.01;1626963.87;0.0602215147018433;14.745839;Asia;;;;;;;;5970.0
Togo;2017;0.1231;0.0009;0.0365;0.0029;0.0457;;;0.0457;4841.39;13469.38;71419.74;0.0417949390411377;;Africa;;;;;;;;720.0
Tokelau;2017;0.1182;0.0011;0.0418;0.0075;0.0326;;;0.0326;7.13;3.25;42.53;;;Oceania;;;;;;;;
Tonga;2017;0.1151;0.001;0.0423;0.0082;0.0279;;;0.0279;373.6;334.55;2641.62;;;Oceania;;;;;;;;4590.0
Trinidad and Tobago;2017;0.1453;0.003;0.0406;0.0084;0.0399;;;0.0399;12607.94;2639.47;28857.07;;;North America;;;;;;;;15980.0
Tunisia;2017;0.1599;0.0022;0.0541;0.0047;0.0527;;;0.0527;28473.84;29802.17;284110.89;0.0431547975540161;;Africa;;;;;;;;3520.0
Turkey;2017;0.1446;0.003;0.0472;0.0039;0.0416;;1832.0;0.0416;306037.89;148962.05;2526040.56;0.0487207365036011;41.799202;Asia;217.02784;13.95561;49.63329;9.465469;68.12016;124.0316;81.53299;10970.0
Turkmenistan;2017;0.1055;0.0016;0.0249;0.0054;0.0325;;;0.0325;9748.01;29196.21;131760.26;0.0547429990768433;;Asia;;;;;;;;6380.0
Tuvalu;2017;0.1213;0.0008;0.0415;0.0073;0.0325;;;0.0325;59.0;35.92;508.66;;;Oceania;;;;;;;;4810.0
Uganda;2017;0.1464;0.001;0.0419;0.0046;0.067;;;0.067;6891.98;27625.6;188703.08;0.0494805145263672;;Africa;;;;;;;;740.0
Ukraine;2017;0.1238;0.0013;0.0337;0.0092;0.042;;;0.042;171444.6;544163.62;3200717.95;0.0470176219940186;;Europe;;;;;;;;2380.0
United Arab Emirates;2017;0.1245;0.0031;0.0439;0.0078;0.0372;;;0.0372;42986.6;77372.27;154117.5;0.0671078252792358;;Asia;;;;;;;;39290.0
United States Virgin Islands;2017;0.1452;0.0037;0.0459;0.009;0.0349;;;0.0349;534.85;257.61;2745.19;;;North America;;;;;;;;
Uruguay;2017;0.1417;0.0038;0.0557;0.0134;0.0309;;1532.5138;0.0309;6970.86;14665.75;123493.35;0.0660033702850342;28.295845;South America;;;;;;;;15920.0
Uzbekistan;2017;0.1058;0.0012;0.0213;0.0047;0.0335;;;0.0335;57556.86;149855.68;689184.15;0.0615404939651489;;Asia;;;;;;;;2350.0
Vanuatu;2017;0.1193;0.0008;0.0412;0.0059;0.0305;;;0.0305;541.88;801.05;7450.73;;;Oceania;;;;;;;;2860.0
Yemen;2017;0.1607;0.0014;0.049;0.0031;0.0502;;;0.0502;76594.51;40523.25;493562.23;0.0419691276550293;;Asia;;;;;;;;
Zambia;2017;0.1211;0.0012;0.0406;0.0034;0.0429;;;0.0429;7218.03;27819.15;135647.38;0.0330679655075073;;Africa;;;;;;;;1300.0
Zimbabwe;2017;0.1117;0.001;0.0333;0.0061;0.0356;;;0.0356;7655.22;64765.92;260584.25;0.0269352316856384;;Africa;;;;;;;;1390.0
Afghanistan;2016;0.1711;0.0012;0.0499;0.0058;0.0511;;;0.0511;97995.82;81066.79;309090.88;0.0269430327415466;;Asia;;;;;;;;550.0
Albania;2016;0.1156;0.0014;0.0408;0.0049;0.0261;0.59073544;;0.0261;4410.11;5466.11;96666.85;0.0500440263748169;;Europe;;;;;;;;4320.0
Algeria;2016;0.1472;0.0022;0.05;0.0049;0.0431;;;0.0431;172767.48;93880.14;554021.96;0.0504308605194092;;Africa;;;;;;;;4370.0
American Samoa;2016;0.112;0.0014;0.0424;0.0075;0.0277;;;0.0277;325.54;123.83;1719.62;;;Oceania;;;;;;;;
Andorra;2016;0.1545;0.0056;0.0601;0.0112;0.0393;;;0.0393;195.08;269.94;2570.38;;;Europe;;;;;;;;
Angola;2016;0.1335;0.0014;0.0404;0.0035;0.0585;;;0.0585;18284.89;36555.06;227958.73;;;Africa;;;;;;;;3770.0
Antigua and Barbuda;2016;0.1406;0.0028;0.0454;0.0083;0.0305;;;0.0305;360.18;144.96;944.45;;;North America;;;;;;;;13580.0
Argentina;2016;0.1359;0.0036;0.0534;0.0074;0.026;;1646.5126;0.026;16443.45;148039.28;1301387.83;0.0579279661178589;27.98419;South America;;;;;;;;12220.0
Armenia;2016;0.1137;0.0013;0.0336;0.0055;0.0316;;;0.0316;8601.66;7007.6;125945.39;0.0506244850158691;;Asia;;;;;;;;3760.0
Australia;2016;0.1898;0.0111;0.0617;0.0233;0.0483;;1736.081;0.0483;63625.21;175411.58;495728.75;0.0717699337005615;59.619713;Oceania;211.146629603892;29.0201528839472;56.0389159138291;19.0132036136206;40.0069492703266;140.097289784573;76.073662265462;54140.0
Austria;2016;0.1577;0.0061;0.0655;0.0121;0.0341;0.84688965;1618.2108;0.0341;26650.47;40220.79;312890.15;0.073960018157959;62.37842;Europe;279.53226810278;20.7324461119906;54.9568898982881;32.07853;81.77063;108.826296674752;59.1023;46240.0
Azerbaijan;2016;0.104;0.0015;0.0266;0.0047;0.0289;;;0.0289;22433.4;20988.55;343114.06;0.0516799545288086;;Asia;;;;;;;;4760.0
Bahamas;2016;0.1407;0.0031;0.0455;0.0101;0.0312;;;0.0312;1323.1;823.62;4254.38;;;North America;;;;;;;;
Bahrain;2016;0.1455;0.003;0.051;0.0042;0.0472;;;0.0472;6067.52;2969.8;15817.03;;;Asia;;;;;;;;21570.0
Bangladesh;2016;0.1186;0.0011;0.0325;0.0037;0.0473;;2473.509;0.0473;167947.36;172510.92;2579806.38;0.0449921703338623;4.1130853;Asia;;;;;;;;1370.0
Barbados;2016;0.1432;0.0025;0.0455;0.0115;0.0327;;;0.0327;2019.86;466.45;3622.47;;;North America;;;;;;;;15920.0
Belarus;2016;0.1265;0.0014;0.0376;0.0093;0.042;;;0.042;44149.5;54400.24;548767.6;0.0523376989364624;;Europe;;;;;;;;5620.0
Belgium;2016;0.1501;0.0047;0.056;0.0119;0.039;0.91500923;1574.1542;0.039;33355.26;44785.09;455140.15;0.0689217185974121;66.85479;Europe;194.476452188763;28.5959056360971;52.6697030404366;21.0165774533221;50.4762420901579;130.567855990874;121.923582692993;43400.0
Belize;2016;0.1429;0.002;0.0435;0.0095;0.0343;;;0.0343;914.21;648.25;3412.77;;;North America;;;;;;;;4340.0
Benin;2016;0.1183;0.001;0.0328;0.0035;0.0451;;;0.0451;6650.65;11000.88;57908.09;0.0581982707977295;;Africa;;;;;;;;1110.0
Bermuda;2016;0.1449;0.0039;0.0458;0.0098;0.0335;;;0.0335;328.59;157.55;1397.53;;;North America;;;;;;;;103620.0
Bhutan;2016;0.1207;0.0014;0.0335;0.0038;0.0409;;;0.0409;1392.21;1581.6;7854.2;;;Asia;;;;;;;;2650.0
Bosnia and Herzegovina;2016;0.1151;0.0014;0.0378;0.004;0.0291;;;0.0291;11927.53;7369.35;222762.52;0.0588740110397339;;Europe;;;;;;;;5130.0
Botswana;2016;0.1187;0.0018;0.0374;0.006;0.0443;;;0.0443;3757.4;14271.26;46268.59;0.0346136569976807;;Africa;;;;;;;;6560.0
Brazil;2016;0.1671;0.0024;0.0774;0.0115;0.0401;;1714.675;0.0401;995739.89;723080.03;4676705.35;0.0619092178344727;18.864923;South America;;;;;;;;8920.0
Bulgaria;2016;0.1114;0.0016;0.0363;0.0072;0.0286;0.48390835;1643.5475;0.0286;31124.43;26870.45;594024.45;0.0509881353378296;25.448772;Europe;;;;;;;;7430.0
Burkina Faso;2016;0.1187;0.0009;0.0316;0.0027;0.046;;;0.046;6738.25;17806.73;99070.37;0.0492723608016968;;Africa;;;;;;;;680.0
Burundi;2016;0.1306;0.0007;0.037;0.0034;0.0479;;;0.0479;2112.19;7476.63;81676.35;0.0377528309822083;;Africa;;;;;;;;270.0
Cambodia;2016;0.1245;0.0008;0.0469;0.0044;0.0304;;2467.99;0.0304;12222.25;50623.19;420597.62;0.051218376159668;2.828313;Asia;;;;;;;;1140.0
Cameroon;2016;0.1189;0.0011;0.0329;0.0046;0.0471;;;0.0471;19750.42;52979.47;176036.44;0.0525073766708374;;Africa;;;;;;;;1380.0
Canada;2016;0.1495;0.0047;0.0481;0.0277;0.0359;;1705.1924;0.0359;77782.62;327373.03;1123276.99;0.0717549657821655;54.124077;North America;268.660609647899;24.0954479242964;52.0372293181047;20.9987911821773;53.4766520162121;109.370618333306;89.4815202253182;43890.0
Central African Republic;2016;0.1458;0.0007;0.0445;0.0034;0.0599;;;0.0599;4748.42;11773.02;68460.46;;;Africa;;;;;;;;410.0
Chad;2016;0.1262;0.001;0.0341;0.0029;0.0522;;;0.0522;5616.67;14362.59;90769.15;0.0448632526397705;;Africa;;;;;;;;730.0
Chile;2016;0.1535;0.0039;0.0597;0.0116;0.0402;;1974.0;0.0402;23814.47;74463.2;324488.17;0.0643622064590454;26.58352;South America;;;;;;;;13370.0
China;2016;0.1133;0.0011;0.0338;0.0064;0.0294;;2167.2278;0.0294;2216474.05;4850671.84;54406251.65;0.0513143396377563;10.742945;Asia;314.781401804303;19.9861207494795;51.9639139486468;22.9840388619015;22.9840388619015;126.911866759195;52.9632199861207;8270.0
Colombia;2016;0.1167;0.0023;0.046;0.009;0.0231;;1989.179;0.0231;48486.83;73237.35;452006.93;0.0598351240158081;15.507443;South America;;;;;;;;6460.0
Congo;2016;0.1302;0.0013;0.0382;0.0041;0.0562;;;0.0562;6441.18;10594.7;40342.23;0.0549021434783936;;Africa;;;;;;;;
Cook Islands;2016;0.1163;0.0016;0.0427;0.0078;0.0333;;;0.0333;119.78;45.96;620.82;;;Oceania;;;;;;;;
Costa Rica;2016;0.13;0.0024;0.0445;0.0062;0.0341;;2212.3838;0.0341;2688.29;8391.93;52026.34;0.0714107465744019;17.779793;North America;;;;;;;;11100.0
Croatia;2016;0.1166;0.0018;0.0384;0.0091;0.0323;0.70965515;1834.9098;0.0323;14280.9;10449.04;236329.9;0.0553627109527588;31.301752;Europe;;;;;;;;12380.0
Cuba;2016;0.151;0.002;0.0447;0.008;0.0398;;;0.0398;59098.98;17051.69;485214.61;;;North America;;;;;;;;7480.0
Cyprus;2016;0.1564;0.0044;0.0705;0.0062;0.0327;0.80540237;1839.6754;0.0327;3211.09;2591.21;38153.2;0.0627644300460815;43.303314;Asia;;;;;;;;24710.0
Czechia;2016;0.1117;0.002;0.0341;0.0136;0.0311;0.86118401;1778.5255;0.0311;43909.22;33845.66;522378.26;0.0703416538238525;37.674496;Europe;;;;;;;;
Denmark;2016;0.1421;0.0052;0.0547;0.0115;0.0389;0.97266937;1412.0458;0.0389;13137.48;25883.69;272961.06;0.0764878559112549;69.00419;Europe;199.771595915566;26.0309028598608;51.5983613935143;22.1150724298138;81.3715214585051;122.97380825958;94.9450259688467;58040.0
Djibouti;2016;0.1203;0.0011;0.0338;0.0037;0.0461;;;0.0461;295.46;1069.87;14328.83;;;Africa;;;;;;;;2870.0
Dominica;2016;0.1419;0.0022;0.0449;0.0104;0.0315;;;0.0315;365.83;125.71;1008.77;;;North America;;;;;;;;7270.0
Dominican Republic;2016;0.15;0.0023;0.0469;0.0055;0.0396;;2142.102;0.0396;48908.82;17437.09;207792.6;0.0543321561813354;16.787802;North America;;;;;;;;6860.0
Ecuador;2016;0.1462;0.003;0.0551;0.0065;0.0352;;1572.3125;0.0352;20054.04;27464.01;116211.37;0.0612801027297974;14.931975;South America;;;;;;;;5810.0
Egypt;2016;0.1456;0.002;0.0477;0.0033;0.0409;;;0.0409;536739.88;127696.13;2146317.15;0.0400545072555542;;Africa;;;;;;;;
El Salvador;2016;0.1326;0.002;0.0465;0.0039;0.036;;;0.036;4520.26;8945.24;44140.68;0.062411994934082;;North America;;;;;;;;3510.0
Equatorial Guinea;2016;0.1319;0.0023;0.039;0.0042;0.0584;;;0.0584;1090.78;3427.48;5416.29;;;Africa;;;;;;;;8270.0
Eritrea;2016;0.129;0.0009;0.0382;0.0037;0.0498;;;0.0498;1449.88;6312.92;55210.44;;;Africa;;;;;;;;
Estonia;2016;0.122;0.0018;0.0365;0.017;0.0398;0.80254471;1855.1993;0.0398;3675.42;15095.61;56517.66;0.0609130239486694;32.530643;Europe;230.788021522939;23.9597728019747;53.6616586103884;27.4746743499677;37.6248632000503;122.162536824955;114.283895452449;18430.0
Eswatini;2016;0.1194;0.0016;0.0365;0.0071;0.0459;;;0.0459;2070.29;8029.98;10952.67;0.042115650177002;;Africa;;;;;;;;3450.0
Ethiopia;2016;0.1252;0.0008;0.0351;0.0034;0.047;;;0.047;16127.9;80295.68;224481.58;0.0437926244735718;;Africa;;;;;;;;670.0
Fiji;2016;0.1153;0.0011;0.0418;0.0071;0.0301;;;0.0301;6585.07;1769.08;29397.53;;;Oceania;;;;;;;;5280.0
Finland;2016;0.1493;0.0052;0.044;0.0117;0.0449;0.94704308;1606.3032;0.0449;19111.77;32979.17;162762.53;0.0785810708999634;57.455666;Europe;200.047879;26.1562;51.58296;37.23085;54.64598;118.1499;113.2477;45530.0
France;2016;0.1664;0.0051;0.0691;0.0129;0.0421;0.84065941;1522.0693;0.0421;172860.85;226783.74;1939150.94;0.0666590356826782;65.87519;Europe;170.060642467443;22.1051012956045;106.514806242951;11.9611007010534;55.2010732353962;113.848906672811;97.6893457256811;39100.0
Gabon;2016;0.1311;0.0018;0.0406;0.0043;0.0565;;;0.0565;2342.06;3652.56;15961.78;0.0478300905227661;;Africa;;;;;;;;7080.0
Gambia;2016;0.1297;0.0009;0.0338;0.0035;0.0561;;;0.0561;1354.28;3718.77;18123.44;0.0492209911346436;;Africa;;;;;;;;
Georgia;2016;0.11;0.0013;0.0265;0.005;0.0349;;;0.0349;13310.68;15064.79;192325.72;0.0465909719467163;;Asia;;;;;;;;4080.0
Germany;2016;0.1517;0.0046;0.0684;0.0108;0.0384;0.90324211;1394.7543;0.0384;225833.05;296573.42;3524988.94;0.0711836433410645;67.61837;Europe;223.839012333333;32.0904666666667;54.6778833333333;26.43525;60.64695;118.4651;112.076283333333;44280.0
Ghana;2016;0.1141;0.0012;0.0307;0.0052;0.0444;;;0.0444;25219.23;71591.47;156238.35;0.0500369310379028;;Africa;;;;;;;;1790.0
Greece;2016;0.1703;0.0048;0.0642;0.0065;0.0527;0.37958538;2030.0905;0.0527;25947.96;27060.04;582780.28;0.0540928936004639;33.34414;Europe;187.368060303144;16.354266998801;57.0365120940825;27.6876478923435;56.3277883369752;136.969447780922;115.320136761767;18610.0
Greenland;2016;0.1772;0.0054;0.0529;0.0184;0.0657;;;0.0657;91.19;418.43;3522.34;;;North America;;;;;;;;
Grenada;2016;0.1434;0.0023;0.0448;0.0093;0.0335;;;0.0335;471.16;208.19;1562.15;;;North America;;;;;;;;8350.0
Guam;2016;0.1158;0.0019;0.0421;0.0079;0.0336;;;0.0336;491.98;480.96;4748.31;;;Oceania;;;;;;;;
Guatemala;2016;0.1325;0.0019;0.0445;0.0041;0.0386;;;0.0386;3344.75;35574.55;97756.41;0.0662659168243408;;North America;;;;;;;;3870.0
Guinea;2016;0.1187;0.0009;0.0339;0.0027;0.0443;;;0.0443;6601.88;13575.64;128454.07;0.0525222682952881;;Africa;;;;;;;;780.0
Guinea-Bissau;2016;0.1177;0.0009;0.0315;0.003;0.0456;;;0.0456;1269.52;3129.12;9384.23;;;Africa;;;;;;;;650.0
Guyana;2016;0.1589;0.0019;0.0452;0.0067;0.0518;;;0.0518;4009.17;1664.04;13035.71;;;South America;;;;;;;;5600.0
Haiti;2016;0.151;0.0012;0.0471;0.0061;0.037;;;0.037;30724.0;23286.35;93420.28;0.0361492800712585;;North America;;;;;;;;1330.0
Honduras;2016;0.1271;0.0017;0.0424;0.0051;0.033;;;0.033;3923.8;15091.2;101571.25;0.0590842390060425;;North America;;;;;;;;2120.0
Hungary;2016;0.1134;0.0019;0.0367;0.0074;0.0305;0.63843609;1760.155;0.0305;31866.02;17954.43;690506.93;0.0593577098846436;31.614153;Europe;199.446772180411;19.2119906963842;76.112454503358;12.9316792524107;35.1334101755587;133.897686789366;93.7462245097509;13100.0
Iceland;2016;0.1458;0.0049;0.0561;0.0111;0.0319;;1473.9927;0.0319;804.12;1420.25;8369.34;;58.311256;Europe;;;;;;;;54910.0
India;2016;0.1392;0.0013;0.0312;0.0049;0.038;;2121.2432;0.038;2200476.46;3558982.0;26109985.51;0.0381806874275208;7.6099877;Asia;271.540982812833;11.5684164415564;75.4933484382237;5.49870466801727;73.2575313102545;61.4372416971058;109.19343947153;1680.0
Indonesia;2016;0.1066;0.0011;0.0367;0.0046;0.0247;;2014.539;0.0247;493565.73;415779.66;7028249.74;0.0534029579162598;11.205149;Asia;;;;;;;;3400.0
Iraq;2016;0.1498;0.0021;0.0561;0.0037;0.0414;;;0.0414;165328.25;79485.9;674827.87;0.0488640069961548;;Asia;;;;;;;;5340.0
Ireland;2016;0.178;0.0048;0.0792;0.0139;0.0455;0.94526169;1762.9232;0.0455;14536.32;23869.63;141434.01;0.0696233558654785;105.04378;Europe;231.22452;27.56674;42.27291;20.02075;48.95445;85.1351;116.4735;51900.0
Israel;2016;0.1447;0.0041;0.0406;0.0087;0.0445;;1921.191;0.0445;18906.63;18583.3;149714.23;0.0692717885971069;41.430664;Asia;;;;;;;;36340.0
Italy;2016;0.1507;0.0058;0.0602;0.0108;0.0379;0.65210258;1721.6975;0.0379;232391.72;217491.64;2026511.17;0.0651652669906616;54.944733;Europe;148.894551667369;27.7427282210164;67.5124773650722;38.2140859775021;65.3572067967137;103.692722108948;110.171289501065;31970.0
Jamaica;2016;0.1393;0.002;0.0424;0.0104;0.0309;;;0.0309;14053.2;4662.32;45553.52;;;North America;;;;;;;;4600.0
Japan;2016;0.1063;0.0042;0.0255;0.0085;0.023;;1747.1;0.023;297306.99;335689.42;4423719.11;0.0579357528686523;42.68171;Asia;325.711372400686;24.9289075041054;84.5629608649925;10.2225999594073;16.912066166024;103.224657268853;147.953249257339;37860.0
Jordan;2016;0.1497;0.002;0.0521;0.0044;0.0431;;;0.0431;19978.77;16002.95;127009.56;0.0463893365859985;;Asia;;;;;;;;4000.0
Kazakhstan;2016;0.1063;0.0017;0.0225;0.0081;0.0369;;;0.0369;45053.82;133575.69;597519.55;0.0600763607025146;;Asia;;;;;;;;8770.0
Kenya;2016;0.1236;0.0011;0.0352;0.0033;0.0485;;;0.0485;7575.08;271433.46;322839.21;0.0465570259094238;;Africa;;;;;;;;1350.0
Kiribati;2016;0.122;0.0007;0.042;0.0068;0.0305;;;0.0305;546.35;412.25;8282.86;;;Oceania;;;;;;;;2920.0
Kuwait;2016;0.1394;0.0037;0.0486;0.0047;0.0428;;;0.0428;13010.72;7393.95;48364.96;;;Asia;;;;;;;;35330.0
Kyrgyzstan;2016;0.113;0.001;0.0218;0.0055;0.0359;;;0.0359;8536.28;30562.98;137764.89;0.0529738330841064;;Asia;;;;;;;;
Latvia;2016;0.1263;0.0017;0.0407;0.0126;0.0402;0.74278404;1902.4856;0.0402;12902.75;14003.66;98348.05;0.0590115404129028;29.639683;Europe;316.55785239539;15.851147895987;40.139126199078;24.9906312795239;35.084831672703;123.297316798906;80.6722335381973;14790.0
Lebanon;2016;0.1717;0.0024;0.0691;0.0076;0.0529;;;0.0529;34659.58;20711.31;192714.56;0.0516718673706055;;Asia;;;;;;;;7220.0
Lesotho;2016;0.133;0.0011;0.0373;0.0062;0.0569;;;0.0569;2927.22;20327.4;72955.84;;;Africa;;;;;;;;1270.0
Liberia;2016;0.1276;0.0008;0.0354;0.004;0.049;;;0.049;3286.04;7619.08;21042.43;0.0413485288619995;;Africa;;;;;;;;620.0
Libya;2016;0.1522;0.0022;0.0553;0.0087;0.0456;;;0.0456;28286.63;33564.24;101605.11;0.0549397754669189;;Africa;;;;;;;;4550.0
Lithuania;2016;0.1327;0.0018;0.0459;0.0087;0.043;0.67856468;1918.818;0.043;18967.7;19777.61;144739.08;0.0630887889862061;30.58074;Europe;303.647286983591;17.2769022801563;54.2643061197636;15.9622240010951;31.7824607910675;136.784337352373;60.7308365857219;8550.0
Luxembourg;2016;0.1491;0.0062;0.0583;0.0133;0.0354;0.95341072;1512.3856;0.0354;1159.89;2653.7;16708.59;0.0724263095855713;80.007385;Europe;247.225461265374;23.030768700503;55.272546259104;33.2370820507518;32.301265480461;116.073319917597;82.3320368322953;68720.0
Madagascar;2016;0.13;0.0009;0.0406;0.0034;0.0483;;;0.0483;5636.73;22114.45;185208.1;0.0407058668136597;;Africa;;;;;;;;470.0
Malawi;2016;0.1249;0.0008;0.0395;0.0035;0.0421;;;0.0421;4232.86;20743.39;135264.56;0.0333463358879089;;Africa;;;;;;;;340.0
Malaysia;2016;0.1222;0.0015;0.0488;0.0061;0.0385;;2190.468;0.0385;76815.56;123438.79;658267.07;0.0533881759643555;23.226147;Asia;;;;;;;;10150.0
Maldives;2016;0.1113;0.0012;0.0376;0.0056;0.0307;;;0.0307;533.36;924.09;5180.22;0.0519757461547852;;Asia;;;;;;;;8070.0
Mali;2016;0.1051;0.0009;0.0276;0.0027;0.0355;;;0.0355;7789.98;18333.85;97632.35;0.0441572952270508;;Africa;;;;;;;;780.0
Malta;2016;0.1564;0.0044;0.0689;0.0103;0.0333;0.9345623;1985.7622;0.0333;2905.12;1592.58;13950.53;0.0690971088409424;38.347702;Europe;;;;;;;;23590.0
Marshall Islands;2016;0.1184;0.0008;0.0415;0.0074;0.0298;;;0.0298;274.26;192.73;1788.92;;;Oceania;;;;;;;;4200.0
Mauritania;2016;0.1055;0.0012;0.0282;0.0037;0.0373;;;0.0373;6473.86;3341.1;22855.88;0.0431361532211304;;Africa;;;;;;;;1510.0
Mauritius;2016;0.1189;0.0014;0.0397;0.0069;0.0395;;;0.0395;6892.03;6386.38;28451.95;0.0588174057006836;;Africa;;;;;;;;10640.0
Mexico;2016;0.1222;0.0025;0.0373;0.0056;0.0376;;2146.0;0.0376;242707.82;261868.91;1159081.64;0.0654957866668701;21.068047;North America;302.333564;14.17935;57.88589;13.57335;44.15583;65.65993;41.33212;9390.0
Monaco;2016;0.1603;0.0093;0.0604;0.0115;0.0447;;;0.0447;200.47;128.61;2209.72;;;Europe;;;;;;;;
Mongolia;2016;0.1124;0.0014;0.0213;0.0062;0.0425;;;0.0425;2801.15;16233.02;103028.48;0.0546462297439575;;Asia;;;;;;;;3500.0
Montenegro;2016;0.1165;0.0016;0.0393;0.0065;0.0303;0.55766453;;0.0303;1679.2;1378.49;46449.42;0.056501898765564;;Europe;;;;;;;;7090.0
Morocco;2016;0.1576;0.0019;0.0497;0.005;0.0532;;;0.0532;208365.47;88624.94;603758.69;0.0489679193496704;;Africa;;;;;;;;2880.0
Mozambique;2016;0.1333;0.0008;0.0409;0.0037;0.0504;;;0.0504;6742.54;49464.05;264195.48;0.0465371370315552;;Africa;;;;;;;;530.0
Myanmar;2016;0.1092;0.0009;0.0404;0.0052;0.0223;;2445.278;0.0223;70968.37;303522.74;1555232.98;0.044106330871582;4.711011;Asia;;;;;;;;1150.0
Namibia;2016;0.1109;0.0016;0.0364;0.0071;0.0371;;;0.0371;4441.24;11425.85;29328.07;0.0483408784866333;;Africa;;;;;;;;4740.0
Nauru;2016;0.1182;0.0011;0.0421;0.0073;0.0328;;;0.0328;34.94;32.55;435.93;;;Oceania;;;;;;;;12730.0
Nepal;2016;0.1381;0.001;0.0335;0.0039;0.05;;;0.05;26630.95;53596.05;791190.11;0.049100866317749;;Asia;;;;;;;;880.0
Netherlands;2016;0.1662;0.0042;0.0756;0.0114;0.0383;0.96504379;1437.3094;0.0383;18497.59;40979.72;706604.26;0.074630970954895;68.148186;Europe;217.630356318106;28.2024906217988;64.5061109108366;22.399997144601;72.5618568659854;112.522823561325;100.634398278194;46930.0
New Zealand;2016;0.1904;0.0066;0.0805;0.0184;0.0413;;1764.1296;0.0413;11867.75;17045.71;111645.97;0.07370285987854;42.350384;Oceania;241.0;24.0;42.0;17.0;69.0;124.0;85.0;38910.0
Nicaragua;2016;0.1328;0.0017;0.046;0.004;0.0345;;;0.0345;3226.32;8124.02;40736.98;0.058189525604248;;North America;;;;;;;;1960.0
Niger;2016;0.1161;0.0008;0.0301;0.003;0.0426;;;0.0426;7934.55;14004.82;60744.2;0.0516400718688965;;Africa;;;;;;;;530.0
Nigeria;2016;0.1071;0.0013;0.0303;0.003;0.0386;;;0.0386;105812.31;610087.54;556224.98;0.0525228834152222;;Africa;;;;;;;;2430.0
Niue;2016;0.1176;0.0012;0.0421;0.0077;0.033;;;0.033;14.67;5.26;72.1;;;Oceania;;;;;;;;
North Macedonia;2016;0.1136;0.0015;0.0386;0.0046;0.0274;0.61624027;;0.0274;7482.42;5078.34;140936.07;0.0523983478546143;;Europe;;;;;;;;4980.0
Northern Mariana Islands;2016;0.1122;0.0015;0.0422;0.0079;0.029;;;0.029;204.87;163.26;1854.86;;;Oceania;;;;;;;;
Norway;2016;0.1603;0.005;0.0731;0.0103;0.0349;;1394.4751;0.0349;13987.37;25319.95;133673.47;0.0744426202774048;93.00969;Europe;200.78622;20.44092;55.76926;20.90907;57.0152;128.6927;153.5697;81370.0
Oman;2016;0.1363;0.0028;0.0475;0.0037;0.0405;;;0.0405;14079.87;8418.21;29091.53;;;Asia;;;;;;;;15750.0
Pakistan;2016;0.1291;0.0012;0.0359;0.0051;0.0397;;1997.1259;0.0397;368523.44;537249.87;3965311.4;0.0547155380249023;7.953004;Asia;;;;;;;;1310.0
Palau;2016;0.1166;0.0012;0.0415;0.0078;0.0325;;;0.0325;128.07;63.88;938.8;;;Oceania;;;;;;;;16680.0
Panama;2016;0.1216;0.0029;0.0387;0.0066;0.0312;;;0.0312;2061.49;5492.19;27361.15;0.0628143405914307;;North America;;;;;;;;12780.0
Papua New Guinea;2016;0.1194;0.0008;0.0407;0.0068;0.0314;;;0.0314;16010.81;18848.54;222387.0;;;Oceania;;;;;;;;2710.0
Paraguay;2016;0.1583;0.0022;0.0661;0.0071;0.0391;;;0.0391;8117.42;19360.3;105721.35;;;South America;;;;;;;;5400.0
